# CsPbBr3
# XRD
two theta,intensity
5.049500000000000455e+01,1.384444676906993164e+13
5.056499999999999773e+01,1.433606253169305078e+13
5.063500000000000512e+01,1.661850088431437500e+13
5.070499999999999829e+01,1.657278621091796289e+13
5.077500000000000568e+01,1.715599185259747461e+13
5.084499999999999886e+01,1.745651288547622656e+13
5.091500000000000625e+01,1.881199036520980078e+13
5.098499999999999943e+01,1.722419191534441992e+13
5.105500000000000682e+01,1.504554512269269336e+13
5.112500000000000000e+01,1.305236137440850195e+13
5.119500000000000739e+01,1.076936822014748828e+13
5.126500000000000057e+01,1.067689702353585938e+13
5.133500000000000796e+01,7.920076099294172852e+12
5.140500000000000114e+01,5.674417361563206055e+12
5.147500000000000853e+01,3.961965874802301270e+12
5.154500000000000171e+01,2.876702725695917480e+12
5.161500000000000909e+01,2.334645423679356445e+12
5.168500000000000227e+01,1.404442604550032959e+12
5.175500000000000966e+01,9.803645120986837158e+11
5.182500000000000284e+01,8.618226236540314941e+11
5.189500000000001023e+01,6.715201548809923096e+11
5.196500000000000341e+01,7.220624573342105713e+11
5.203500000000001080e+01,7.187255237010567627e+11
5.210500000000000398e+01,7.148633171703955078e+11
5.217499999999999716e+01,6.857965800919393311e+11
5.224500000000000455e+01,6.212454658562675781e+11
5.231499999999999773e+01,6.305156280363168945e+11
5.238500000000000512e+01,5.765973364342976074e+11
5.245499999999999829e+01,6.098993895445086670e+11
5.252500000000000568e+01,6.974512790083800049e+11
5.259499999999999886e+01,8.739230455626401367e+11
5.266500000000000625e+01,1.560584466124850342e+12
5.273499999999999943e+01,1.711578989770332275e+12
5.280500000000000682e+01,2.520605324774217773e+12
5.287500000000000000e+01,3.711460831101652344e+12
5.294500000000000739e+01,3.256679083852942871e+12
5.301500000000000057e+01,4.868375844035457031e+12
5.308500000000000796e+01,5.867794891612470703e+12
5.315500000000000114e+01,6.117744042024269531e+12
5.322500000000000853e+01,5.104760859631265625e+12
5.329500000000000171e+01,4.574007358434763672e+12
5.336500000000000909e+01,4.722836150024655273e+12
5.343500000000000227e+01,5.984533493852605469e+12
5.350500000000000966e+01,5.413643592797993164e+12
5.357500000000000284e+01,4.465124703333750977e+12
5.364500000000001023e+01,3.161592681378530762e+12
5.371500000000000341e+01,2.693509782171829590e+12
5.378500000000001080e+01,2.480051253231529297e+12
5.385500000000000398e+01,1.605504692830930664e+12
5.392500000000000426e+01,1.065910574151023438e+12
5.399500000000000455e+01,1.019692536371521484e+12
5.406499999999999773e+01,8.193995228415540771e+11
5.413500000000000512e+01,8.228806401382883301e+11
5.420499999999999829e+01,6.943605534432783203e+11
5.427500000000000568e+01,6.303610229122639160e+11
5.434499999999999886e+01,6.489825041273699951e+11
5.441500000000000625e+01,6.169439314664440918e+11
5.448499999999999943e+01,6.523981775337042236e+11
5.455500000000000682e+01,6.610279368726358643e+11
5.462500000000000000e+01,6.843184220680761719e+11
5.469500000000000739e+01,8.363424439198513184e+11
5.476500000000000057e+01,1.160578442623943359e+12
5.483500000000000796e+01,1.625849394425382812e+12
5.490500000000000114e+01,2.766099152144693359e+12
5.497500000000000853e+01,3.631238815083221680e+12
5.504500000000000171e+01,4.424661544007397461e+12
5.511500000000000909e+01,5.849409861658448242e+12
5.518500000000000227e+01,7.578428405949577148e+12
5.525500000000000966e+01,9.093628740284486328e+12
5.532500000000000284e+01,1.129979426083076367e+13
5.539500000000001023e+01,1.208969898895963867e+13
5.546500000000000341e+01,1.346191869114085547e+13
5.553500000000001080e+01,1.499597737991111328e+13
5.560500000000000398e+01,1.525669898959100195e+13
5.567500000000000426e+01,1.354758633312941602e+13
5.574500000000000455e+01,1.252718899505325391e+13
5.581499999999999773e+01,1.380553400231890820e+13
5.588500000000000512e+01,1.356956350587435938e+13
5.595499999999999829e+01,1.189944094089172070e+13
5.602500000000000568e+01,9.700424547622962891e+12
5.609499999999999886e+01,8.048717061463568359e+12
5.616500000000000625e+01,6.926610009706171875e+12
5.623499999999999943e+01,4.556922319797676758e+12
5.630500000000000682e+01,3.567882453787846680e+12
5.637500000000000000e+01,2.893331442674513672e+12
5.644500000000000739e+01,2.112714800742508057e+12
5.651500000000000057e+01,1.708300532433369873e+12
5.658500000000000796e+01,1.498856382604698486e+12
5.665500000000000114e+01,1.421684558030916504e+12
5.672500000000000853e+01,1.369752007993455566e+12
5.679500000000000171e+01,1.286316321853723389e+12
5.686500000000000909e+01,1.406018840423353271e+12
5.693500000000000227e+01,1.552183948386883789e+12
5.700500000000000966e+01,1.870694677214882568e+12
5.707500000000000284e+01,2.483798031912086426e+12
5.714500000000001023e+01,3.907606509037625000e+12
5.721500000000000341e+01,4.971164804927391602e+12
5.728500000000001080e+01,7.191749217594041992e+12
5.735500000000000398e+01,9.765720969658566406e+12
5.742500000000001137e+01,1.249040949642309961e+13
5.749500000000000455e+01,1.507327590007623242e+13
5.756499999999999773e+01,1.923267137485240234e+13
5.763500000000000512e+01,2.056596725995191016e+13
5.770499999999999829e+01,2.382774019157273438e+13
5.777500000000000568e+01,2.771458414344167969e+13
5.784499999999999886e+01,2.342960566307728516e+13
5.791500000000000625e+01,2.923622471726302344e+13
5.798499999999999943e+01,2.913473090307501562e+13
5.805500000000000682e+01,2.858418021712164844e+13
5.812500000000000000e+01,2.453143209793162109e+13
5.819500000000000739e+01,2.240669475569896875e+13
5.826500000000000057e+01,1.884922734591796875e+13
5.833500000000000796e+01,1.681716945283766602e+13
5.840500000000000114e+01,1.498120943613900391e+13
5.847500000000000853e+01,1.093923243304499609e+13
5.854500000000000171e+01,7.808837083720484375e+12
5.861500000000000909e+01,5.530689525504158203e+12
5.868500000000000227e+01,4.208149296643721680e+12
5.875500000000000966e+01,2.706232191499257812e+12
5.882500000000000284e+01,1.911364415047749268e+12
5.889500000000001023e+01,1.217535076675115723e+12
5.896500000000000341e+01,9.650228457908592529e+11
5.903500000000001080e+01,8.875292957560566406e+11
5.910500000000000398e+01,8.756412373509217529e+11
5.917500000000001137e+01,8.301539730286019287e+11
5.924500000000000455e+01,8.138145311406400146e+11
5.931499999999999773e+01,7.361255152160325928e+11
5.938500000000000512e+01,6.624077717301489258e+11
5.945499999999999829e+01,5.344102230245627441e+11
5.952500000000000568e+01,3.804389642285869751e+11
5.959499999999999886e+01,2.656672753997335510e+11
5.966500000000000625e+01,1.546463876741037292e+11
5.973499999999999943e+01,9.201978514724346924e+10
5.980500000000000682e+01,5.249422602680857086e+10
5.987500000000000000e+01,4.833668802511270905e+10
5.994500000000000739e+01,4.242366312431433868e+10
6.001500000000000057e+01,3.492634911544718933e+10
6.008500000000000796e+01,4.080785968057519531e+10
6.015500000000000114e+01,4.901292716449279022e+10
6.022500000000000853e+01,3.213106991896981430e+10
6.029500000000000171e+01,3.291907030352463913e+10
6.036500000000000909e+01,2.593468681841965485e+10
6.043500000000000227e+01,1.703135895588210487e+10
6.050500000000000966e+01,1.637277143144187164e+10
6.057500000000000284e+01,1.864085075153932190e+10
6.064500000000001023e+01,2.217250695664255142e+10
6.071500000000000341e+01,3.298998854192869949e+10
6.078500000000001080e+01,5.910896182979872894e+10
6.085500000000000398e+01,8.645745804499440002e+10
6.092500000000001137e+01,9.514803072931959534e+10
6.099500000000000455e+01,1.027396332267526855e+11
6.106500000000000483e+01,8.155317565790359497e+10
6.113500000000000512e+01,9.177586117360914612e+10
6.120499999999999829e+01,1.116261101015480347e+11
6.127500000000000568e+01,9.193520324744081116e+10
6.134499999999999886e+01,8.583665355943391418e+10
6.141500000000000625e+01,1.268431308924643250e+11
6.148499999999999943e+01,2.230190622195286560e+11
6.155500000000000682e+01,3.189673552535789185e+11
6.162500000000000000e+01,6.138696762683344727e+11
6.169500000000000739e+01,7.907377821592006836e+11
6.176500000000000057e+01,1.383414252240895508e+12
6.183500000000000796e+01,1.167707747859954590e+12
6.190500000000000114e+01,1.447642607564431152e+12
6.197500000000000853e+01,2.067083145484470459e+12
6.204500000000000171e+01,2.365934638028979492e+12
6.211500000000000909e+01,2.054465236500212158e+12
6.218500000000000227e+01,2.847578845288817871e+12
6.225500000000000966e+01,2.495820672427000000e+12
6.232500000000000284e+01,2.909639491777536133e+12
6.239500000000001023e+01,2.711843155556500488e+12
6.246500000000000341e+01,2.315797219359053223e+12
6.253500000000001080e+01,3.713283949501381348e+12
6.260500000000000398e+01,2.711048688692451172e+12
6.267500000000001137e+01,1.631746725950394043e+12
6.274500000000000455e+01,1.392589297852811523e+12
6.281500000000001194e+01,2.165788524487136475e+12
6.288500000000000512e+01,1.576047804444229248e+12
6.295499999999999829e+01,1.266038428868821045e+12
6.302500000000000568e+01,1.427430162819160889e+12
6.309499999999999886e+01,1.097876024878417847e+12
6.316500000000000625e+01,1.017139468441592896e+12
6.323499999999999943e+01,9.813670089797863770e+11
6.330500000000000682e+01,8.435136039784802246e+11
6.337500000000000000e+01,8.973137726372072754e+11
6.344500000000000739e+01,8.892285577052808838e+11
6.351500000000000057e+01,1.062921574319568115e+12
6.358500000000000796e+01,1.522585533719427002e+12
6.365500000000000114e+01,2.168934107675247803e+12
6.372500000000000853e+01,3.225734171928416992e+12
6.379500000000000171e+01,4.073421907180288086e+12
6.386500000000000909e+01,6.013907558497983398e+12
6.393500000000000227e+01,8.548885489949825195e+12
6.400500000000000966e+01,9.193367809884773438e+12
6.407500000000001705e+01,1.295781791129193750e+13
6.414500000000001023e+01,1.441703857095576953e+13
6.421500000000000341e+01,1.545975187568701562e+13
6.428499999999999659e+01,1.707116065521261133e+13
6.435500000000001819e+01,2.252976676339969141e+13
6.442500000000001137e+01,2.149571682869871875e+13
6.449500000000000455e+01,2.388883570743318750e+13
6.456499999999999773e+01,2.165781523065825781e+13
6.463500000000000512e+01,2.231505144615464844e+13
6.470500000000001251e+01,1.909801263987576172e+13
6.477500000000000568e+01,1.996194423480700391e+13
6.484499999999999886e+01,1.697442598973685742e+13
6.491499999999999204e+01,1.302200867950751758e+13
6.498500000000001364e+01,1.223019329184271094e+13
6.505500000000000682e+01,9.016803657673695312e+12
6.512500000000000000e+01,6.759797491313433594e+12
6.519499999999999318e+01,5.576396961615202148e+12
6.526500000000001478e+01,4.229032817639974121e+12
6.533500000000000796e+01,2.644819282616075684e+12
6.540500000000000114e+01,2.086377947866544189e+12
6.547499999999999432e+01,1.553105826743872803e+12
6.554500000000001592e+01,1.397790903884941406e+12
6.561500000000000909e+01,1.381984054059741699e+12
6.568500000000000227e+01,1.440616279707365479e+12
6.575499999999999545e+01,2.140109255005181885e+12
6.582500000000001705e+01,2.508085494925807129e+12
6.589500000000001023e+01,4.089816226766930664e+12
6.596500000000000341e+01,4.656114801730122070e+12
6.603499999999999659e+01,6.143446983019007812e+12
6.610500000000001819e+01,7.734864897604357422e+12
6.617500000000001137e+01,1.109417882719445117e+13
6.624500000000000455e+01,1.114894283222208984e+13
6.631499999999999773e+01,1.213043754675039844e+13
6.638500000000001933e+01,1.286040491349974609e+13
6.645500000000001251e+01,1.537797908182625781e+13
6.652500000000000568e+01,1.531222087264836719e+13
6.659499999999999886e+01,1.470405262603504883e+13
6.666499999999999204e+01,1.651968455737468555e+13
6.673500000000001364e+01,1.605768676495885156e+13
6.680500000000000682e+01,1.405532214397156445e+13
6.687500000000000000e+01,1.272249249010892383e+13
6.694499999999999318e+01,1.221975575912966406e+13
6.701500000000001478e+01,1.054459492858020508e+13
6.708500000000000796e+01,9.702341198275285156e+12
6.715500000000000114e+01,7.806470187280875000e+12
6.722499999999999432e+01,5.385303936142385742e+12
6.729500000000001592e+01,3.990084921884953125e+12
6.736500000000000909e+01,3.099482581471635254e+12
6.743500000000000227e+01,2.544599971435162109e+12
6.750499999999999545e+01,1.717806416262943848e+12
6.757500000000001705e+01,1.217905161277534912e+12
6.764500000000001023e+01,1.002475807513817871e+12
6.771500000000000341e+01,1.025263183895365723e+12
6.778499999999999659e+01,1.285766832629688721e+12
6.785500000000001819e+01,1.387895066879159424e+12
6.792500000000001137e+01,2.167445922126544678e+12
6.799500000000000455e+01,2.782971448730665039e+12
6.806499999999999773e+01,3.371501353348389160e+12
6.813500000000001933e+01,4.716056476284263672e+12
6.820500000000001251e+01,5.420278266903190430e+12
6.827500000000000568e+01,5.400488242821199219e+12
6.834499999999999886e+01,7.502296811230167969e+12
6.841499999999999204e+01,8.778431573195512695e+12
6.848500000000001364e+01,8.955418478803798828e+12
6.855500000000000682e+01,7.950666546114803711e+12
6.862500000000000000e+01,7.122662297557129883e+12
6.869499999999999318e+01,1.350582171412714062e+13
6.876500000000001478e+01,8.596171732059476562e+12
6.883500000000000796e+01,9.654587545910000000e+12
6.890500000000000114e+01,8.768315251726039062e+12
6.897499999999999432e+01,7.775983518270442383e+12
6.904500000000001592e+01,7.375145580414263672e+12
6.911500000000000909e+01,6.686716377916833984e+12
6.918500000000000227e+01,4.685784748243049805e+12
6.925499999999999545e+01,3.979177549826887207e+12
6.932500000000001705e+01,3.264655347695255371e+12
6.939500000000001023e+01,2.298068909442144043e+12
6.946500000000000341e+01,1.851517982005989990e+12
6.953499999999999659e+01,1.479605938302125000e+12
6.960500000000001819e+01,1.034889806408075073e+12
6.967500000000001137e+01,8.027071154830328369e+11
6.974500000000000455e+01,8.313919979343763428e+11
6.981499999999999773e+01,1.144521158472733643e+12
6.988500000000001933e+01,1.229869417253631836e+12
6.995500000000001251e+01,1.634284253503762939e+12
7.002500000000000568e+01,2.412496120773149902e+12
7.009499999999999886e+01,2.957675376738043457e+12
7.016499999999999204e+01,3.946242394620594238e+12
7.023500000000001364e+01,4.346712559130352539e+12
7.030500000000000682e+01,5.784536408588845703e+12
7.037500000000000000e+01,6.685299405530955078e+12
7.044499999999999318e+01,6.643316916936633789e+12
7.051500000000001478e+01,7.784155684948954102e+12
7.058500000000000796e+01,9.959501299831457031e+12
7.065500000000000114e+01,1.057015901433811719e+13
7.072499999999999432e+01,9.271668808177306641e+12
7.079500000000001592e+01,1.090056840868550000e+13
7.086500000000000909e+01,8.873768466335859375e+12
7.093500000000000227e+01,1.044941588801944727e+13
7.100499999999999545e+01,6.874590208187982422e+12
7.107500000000001705e+01,6.928907926629828125e+12
7.114500000000001023e+01,5.912052549427518555e+12
7.121500000000000341e+01,4.743203769125698242e+12
7.128499999999999659e+01,3.880535962174112793e+12
7.135500000000001819e+01,3.244536753569802734e+12
7.142500000000001137e+01,2.565843863350238770e+12
7.149500000000000455e+01,2.618664419200538086e+12
7.156499999999999773e+01,1.700775196814533447e+12
7.163500000000001933e+01,1.368821031993142334e+12
7.170500000000001251e+01,1.341850520741454834e+12
7.177500000000000568e+01,1.313133760020284912e+12
7.184499999999999886e+01,1.986400805685870850e+12
7.191499999999999204e+01,2.322177361558711914e+12
7.198500000000001364e+01,3.201311345875651855e+12
7.205500000000000682e+01,4.228515440627977539e+12
7.212500000000000000e+01,6.305596307028332031e+12
7.219499999999999318e+01,7.966751782773122070e+12
7.226500000000001478e+01,8.181824511819976562e+12
7.233500000000000796e+01,1.075138385732674414e+13
7.240500000000000114e+01,1.151275728371468750e+13
7.247499999999999432e+01,1.257457284930473047e+13
7.254500000000001592e+01,1.750506956964601562e+13
7.261500000000000909e+01,1.694874836159200391e+13
7.268500000000000227e+01,1.954728686665066797e+13
7.275499999999999545e+01,1.854936433697202734e+13
7.282500000000001705e+01,1.672100364840040820e+13
7.289500000000001023e+01,1.718079011464222656e+13
7.296500000000000341e+01,1.624429933789617578e+13
7.303499999999999659e+01,1.469836273846434375e+13
7.310500000000001819e+01,1.367724917020916797e+13
7.317500000000001137e+01,1.070006613889207031e+13
7.324500000000000455e+01,9.133606934637609375e+12
7.331499999999999773e+01,7.649142623064518555e+12
7.338500000000001933e+01,6.127784369262354492e+12
7.345500000000001251e+01,4.193604073482168457e+12
7.352500000000000568e+01,3.284629972138722168e+12
7.359499999999999886e+01,2.370182249215980957e+12
7.366499999999999204e+01,1.884472887856885742e+12
7.373500000000001364e+01,1.552452615175166260e+12
7.380500000000000682e+01,1.406151007503783447e+12
7.387500000000000000e+01,1.391822396448060547e+12
7.394499999999999318e+01,1.778558103724962891e+12
7.401500000000001478e+01,2.576238547140888184e+12
7.408500000000000796e+01,2.936806819671492676e+12
7.415500000000000114e+01,3.801431180849596680e+12
7.422500000000000853e+01,4.103128444328739258e+12
7.429500000000001592e+01,4.845162529011847656e+12
7.436500000000000909e+01,4.987170591493942383e+12
7.443500000000000227e+01,7.376627468729149414e+12
7.450500000000000966e+01,7.534566873225172852e+12
7.457500000000000284e+01,7.240094843255161133e+12
7.464500000000001023e+01,7.742683244415768555e+12
7.471500000000000341e+01,9.363565911711339844e+12
7.478499999999999659e+01,9.802935584489849609e+12
7.485500000000000398e+01,1.001178086606976953e+13
7.492500000000001137e+01,6.387632799628951172e+12
7.499500000000000455e+01,7.323044288665461914e+12
7.506499999999999773e+01,6.265140322656881836e+12
7.513500000000000512e+01,6.432122125927319336e+12
7.520500000000001251e+01,6.129040794746881836e+12
7.527500000000000568e+01,3.877630034601688965e+12
7.534499999999999886e+01,4.374497166996578125e+12
7.541500000000000625e+01,2.650500020368842285e+12
7.548500000000001364e+01,2.334846162628613770e+12
7.555500000000000682e+01,1.722567579083920654e+12
7.562500000000000000e+01,1.114429343360758301e+12
7.569500000000000739e+01,6.716748094911804199e+11
7.576500000000001478e+01,4.973816389187243042e+11
7.583500000000000796e+01,3.158126531933529663e+11
7.590500000000000114e+01,2.486197139409940186e+11
7.597500000000000853e+01,2.458351505185726318e+11
7.604500000000001592e+01,2.158974062408922119e+11
7.611500000000000909e+01,2.093876995451004333e+11
7.618500000000000227e+01,2.191421695721257019e+11
7.625500000000000966e+01,2.034227874941801147e+11
7.632500000000000284e+01,1.616083934875885010e+11
7.639500000000001023e+01,1.705234208306636658e+11
7.646500000000000341e+01,1.126886237146831970e+11
7.653499999999999659e+01,7.864102010179412842e+10
7.660500000000000398e+01,6.713827582283686829e+10
7.667500000000001137e+01,4.454335941936601257e+10
7.674500000000000455e+01,3.475243516980033875e+10
7.681499999999999773e+01,5.905515184479352570e+10
7.688500000000000512e+01,8.215073244425218201e+10
7.695500000000001251e+01,1.211844478696418457e+11
7.702500000000000568e+01,1.399046155283590088e+11
7.709499999999999886e+01,1.577423398274578247e+11
7.716500000000000625e+01,1.791454069357114868e+11
7.723500000000001364e+01,2.081833614554202576e+11
7.730500000000000682e+01,1.863832773835864563e+11
7.737500000000000000e+01,2.136210469126397400e+11
7.744500000000000739e+01,2.066624290112183838e+11
7.751500000000001478e+01,2.430918700658269043e+11
7.758500000000000796e+01,2.757118190640582275e+11
7.765500000000000114e+01,3.601522142413489380e+11
7.772500000000000853e+01,5.081025605796712036e+11
7.779500000000001592e+01,7.430061910162261963e+11
7.786500000000000909e+01,9.790632162449542236e+11
7.793500000000000227e+01,1.427350149897019531e+12
7.800500000000000966e+01,1.905956012492481201e+12
7.807500000000000284e+01,2.722633552249407227e+12
7.814500000000001023e+01,2.957086068371694824e+12
7.821500000000000341e+01,3.377800717961286133e+12
7.828499999999999659e+01,4.484899921795440430e+12
7.835500000000000398e+01,5.160810379178144531e+12
7.842500000000001137e+01,6.625150801849537109e+12
7.849500000000000455e+01,7.520890711213545898e+12
7.856499999999999773e+01,8.133243119487542969e+12
7.863500000000000512e+01,8.150912657255232422e+12
7.870500000000001251e+01,8.540532279100446289e+12
7.877500000000000568e+01,7.154727146681231445e+12
7.884499999999999886e+01,7.747084288778769531e+12
7.891500000000000625e+01,8.553940843246427734e+12
7.898500000000001364e+01,5.287334378470312500e+12
7.905500000000000682e+01,5.701525571068251953e+12
7.912500000000000000e+01,5.074566275577989258e+12
7.919500000000000739e+01,3.796046560533644531e+12
7.926500000000001478e+01,3.931469841825261230e+12
7.933500000000000796e+01,2.905055779054219238e+12
7.940500000000000114e+01,1.961775399852374756e+12
7.947500000000000853e+01,1.558740724266207275e+12
7.954500000000001592e+01,1.461890722990013428e+12
7.961500000000000909e+01,1.194685037559229736e+12
7.968500000000000227e+01,1.090636940011172119e+12
7.975500000000000966e+01,1.206878131788238525e+12
7.982500000000001705e+01,1.882897726729674805e+12
7.989500000000001023e+01,2.208772778722844238e+12
7.996500000000000341e+01,2.332707970177830078e+12
